monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,minimum_balance_ratio,income_stability,expense_volatility,transaction_regularity,negative_cashflow_months,income_trend_3m,utility_payment_consistency,digital_transaction_ratio,savings_rate,failed_payment_count,non_debt_recurring_obligations,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
62995.73,31195.37,6000.0,25800.36,0.0952,156723.88,0.6306,0.973,0.1,0.919,0,0.0543,0.929,0.767,0.4096,0,7570.02,90000.0,1,6,0.0086,0
64190.7,31234.07,0.0,32956.63,0.0,196069.29,0.7196,0.971,0.106,0.945,0,0.0526,0.949,0.906,0.5134,0,7260.25,0.0,0,0,0.0008,0
101787.2,65384.18,4000.0,32403.02,0.0393,136622.75,0.2972,0.845,0.186,0.928,0,0.2839,0.865,0.847,0.3183,0,9470.16,72000.0,0,0,0.057,0
41674.46,27080.52,1500.0,13093.94,0.036,72129.73,0.4322,0.883,0.137,0.813,0,-0.0363,0.941,0.926,0.3142,0,4002.83,18000.0,0,0,0.2209,0
55206.6,28111.61,0.0,27094.99,0.0,163816.87,0.725,0.972,0.098,0.95,0,0.0503,0.997,0.861,0.4908,0,6351.89,0.0,0,0,0.0013,0
26805.82,17477.03,2500.0,6828.78,0.0933,41612.63,0.5131,0.892,0.154,0.907,0,-0.0464,0.921,0.884,0.2548,0,4719.52,30000.0,0,0,0.4341,1
63302.96,31966.3,3000.0,28336.66,0.0474,176121.68,0.7773,0.975,0.093,0.929,0,0.0494,0.954,0.89,0.4476,0,5332.18,45000.0,0,0,0.0015,0
36557.78,28702.13,8000.0,-144.35,0.2188,4166.58,0.0801,0.923,0.094,0.563,14,-0.2058,0.561,0.594,0.0,4,5846.04,192000.0,0,0,1.0,1
66600.55,41717.12,16000.0,8883.43,0.2402,54727.01,0.3967,0.868,0.178,0.86,0,0.2091,0.933,0.732,0.1334,0,10494.07,288000.0,0,0,0.7789,1
24872.42,18996.55,20000.0,-14124.13,0.8041,500.0,0.0201,0.908,0.095,0.638,24,-0.1413,0.562,0.708,0.0,4,6769.14,480000.0,1,6,1.0,1
15732.24,11648.2,20000.0,-15915.96,1.2713,592.82,0.0318,0.911,0.107,0.681,24,-0.1984,0.719,0.593,0.0,1,5505.22,480000.0,1,23,1.0,1
20435.8,15589.4,16000.0,-11153.6,0.7829,614.85,0.0245,0.923,0.104,0.608,24,-0.1591,0.607,0.677,0.0,4,6917.07,384000.0,1,30,1.0,1
67957.98,34203.62,0.0,33754.36,0.0,192854.14,0.5908,0.972,0.095,0.909,0,0.0414,0.946,0.801,0.4967,0,6969.69,0.0,0,0,0.0015,0
107667.84,66514.32,16000.0,25153.52,0.1486,120771.44,0.3991,0.882,0.124,0.88,0,0.2941,0.822,0.824,0.2336,0,11307.3,288000.0,0,0,0.0887,0
34284.26,21619.74,1500.0,11164.52,0.0438,56483.34,0.3632,0.901,0.131,0.86,0,0.0664,0.91,0.836,0.3256,0,3190.32,18000.0,0,0,0.2689,1
60084.91,29702.15,0.0,30382.76,0.0,192377.11,0.9045,0.971,0.103,0.916,0,0.0532,0.985,0.83,0.5057,0,7430.96,0.0,0,0,0.0006,0
45290.48,28170.13,8000.0,9120.35,0.1766,52409.25,0.4729,0.844,0.172,0.879,0,0.282,0.89,0.85,0.2014,0,7566.46,144000.0,0,0,0.5663,1
88725.78,55520.28,12000.0,21205.49,0.1352,109516.68,0.4013,0.848,0.231,0.927,0,0.3155,0.832,0.786,0.239,0,10566.17,216000.0,0,0,0.4065,0
34434.87,22116.21,0.0,12318.66,0.0,65639.72,0.4187,0.897,0.133,0.938,0,0.0841,0.923,0.898,0.3577,0,4674.55,0.0,0,0,0.0988,0
73949.25,38431.13,6000.0,29518.12,0.0811,173684.53,0.5307,0.972,0.09,0.947,0,0.0416,0.942,0.849,0.3992,0,8164.49,90000.0,0,0,0.0041,0
55747.48,27284.45,3000.0,25463.03,0.0538,172832.15,0.971,0.977,0.095,0.916,0,0.0331,0.967,0.917,0.4568,0,8349.92,45000.0,1,4,0.0011,0
29466.87,18577.48,1500.0,9389.38,0.0509,55750.88,0.6151,0.892,0.134,0.895,0,-0.0595,0.878,0.888,0.3186,0,4021.17,18000.0,0,0,0.2198,1
87340.33,43193.94,6000.0,38146.39,0.0687,234483.47,0.6855,0.974,0.088,0.958,0,0.0595,0.965,0.91,0.4368,0,8047.6,90000.0,0,0,0.0004,0
37131.22,24081.05,1500.0,11550.17,0.0404,59829.83,0.3295,0.888,0.124,0.858,0,0.0265,0.914,0.863,0.3111,0,4439.9,18000.0,0,0,0.2772,0
34643.83,21614.6,1500.0,11529.22,0.0433,60358.07,0.3975,0.886,0.129,0.879,0,0.1103,0.964,0.887,0.3328,0,4480.95,18000.0,0,0,0.158,0
30433.57,19175.08,1500.0,9758.49,0.0493,52986.32,0.4518,0.892,0.134,0.925,0,-0.1675,0.932,0.908,0.3206,0,3719.8,18000.0,0,0,0.2893,1
36254.78,22833.4,0.0,13421.38,0.0,74341.7,0.5599,0.895,0.121,0.919,0,-0.0326,0.969,0.834,0.3702,0,4810.19,0.0,0,0,0.0661,0
81653.68,50566.96,8000.0,23086.73,0.098,104792.8,0.3218,0.836,0.179,0.915,0,0.2692,0.931,0.739,0.2827,0,11768.01,144000.0,0,0,0.2058,0
43232.38,27441.16,3500.0,12291.22,0.081,62977.18,0.3042,0.891,0.122,0.869,0,-0.0015,0.964,0.951,0.2843,0,3444.29,42000.0,0,0,0.2413,0
52258.07,26456.57,3000.0,22801.49,0.0574,153616.44,0.9777,0.975,0.094,0.978,0,0.0631,0.96,0.799,0.4363,0,8522.37,45000.0,0,0,0.0016,0
53775.63,26239.52,0.0,27536.11,0.0,168760.09,0.7937,0.974,0.089,0.904,0,0.046,0.999,0.877,0.5121,0,5729.99,0.0,1,8,0.001,0
56327.69,28232.51,3000.0,25095.18,0.0533,163534.08,0.9096,0.976,0.096,0.926,0,0.0414,0.935,0.868,0.4455,0,8826.93,45000.0,1,5,0.0018,0
97261.99,60787.35,4000.0,32474.64,0.0411,154960.56,0.402,0.855,0.168,0.946,0,0.3417,0.89,0.767,0.3339,0,11497.33,72000.0,0,0,0.0221,0
36924.74,23336.33,0.0,13588.41,0.0,70364.88,0.4462,0.903,0.112,0.918,0,-0.1114,0.887,0.834,0.368,0,3460.62,0.0,0,0,0.1347,0
31923.3,20388.28,0.0,11535.02,0.0,60415.74,0.4308,0.894,0.126,0.848,0,0.0043,0.89,0.863,0.3613,0,3469.29,0.0,0,0,0.2002,0
37615.86,24334.81,0.0,13281.05,0.0,69984.48,0.47,0.879,0.158,0.908,0,0.0882,0.913,0.95,0.3531,0,4273.63,0.0,0,0,0.123,1
53647.42,34041.92,4000.0,15605.5,0.0746,72964.24,0.4271,0.87,0.149,0.899,0,0.2777,0.946,0.725,0.2909,1,10724.45,72000.0,0,0,0.3163,1
56267.87,35348.24,2500.0,18419.63,0.0444,89627.93,0.3304,0.908,0.095,0.875,0,0.0007,0.952,0.933,0.3274,0,3950.14,30000.0,0,0,0.0622,0
68802.4,34299.6,0.0,34502.8,0.0,202305.97,0.6906,0.975,0.087,0.907,0,0.0515,0.964,0.878,0.5015,0,8016.94,0.0,1,11,0.0006,0
41261.33,27095.21,1500.0,12666.12,0.0364,65149.88,0.3771,0.888,0.148,0.914,0,0.0684,0.867,0.882,0.307,0,3016.15,18000.0,0,0,0.2488,0
47892.81,30473.8,1500.0,15919.01,0.0313,80084.73,0.2943,0.9,0.126,0.864,0,-0.1724,0.855,0.922,0.3324,0,4912.42,18000.0,0,0,0.2907,1
65283.23,40113.32,12000.0,13169.91,0.1838,63140.47,0.3225,0.849,0.166,0.946,0,0.3603,0.845,0.842,0.2017,0,10976.83,216000.0,0,0,0.4931,1
46962.83,30454.54,0.0,16508.29,0.0,82960.03,0.319,0.89,0.129,0.9,0,-0.0852,0.93,0.88,0.3515,0,3502.64,0.0,0,0,0.1438,0
36406.18,23057.01,1500.0,11849.17,0.0412,66837.19,0.4801,0.872,0.145,0.827,0,-0.1706,0.891,0.887,0.3255,0,3771.67,18000.0,0,0,0.4051,0
98518.29,60719.8,8000.0,29798.49,0.0812,126629.24,0.2932,0.831,0.218,0.88,0,0.5,0.86,0.852,0.3025,0,11654.39,144000.0,1,15,0.1219,0
105920.7,66341.87,8000.0,31578.84,0.0755,136736.94,0.2968,0.837,0.202,0.904,0,0.2995,0.933,0.844,0.2981,0,7583.8,144000.0,1,17,0.0812,0
75735.02,37343.92,0.0,38391.1,0.0,223190.03,0.6708,0.975,0.085,0.951,0,0.0588,0.952,0.777,0.5069,0,8309.76,0.0,0,0,0.0004,0
31257.18,23710.66,12000.0,-4453.48,0.3839,976.17,0.016,0.922,0.096,0.73,24,-0.1903,0.676,0.561,0.0,2,4369.05,288000.0,0,0,1.0,1
93226.96,59017.29,8000.0,26209.68,0.0858,125527.33,0.4236,0.831,0.188,0.863,0,0.4341,0.829,0.728,0.2811,0,9293.49,144000.0,0,0,0.1444,0
38683.26,24105.23,1500.0,13078.03,0.0388,70576.1,0.4403,0.902,0.148,0.871,0,-0.1749,0.906,0.835,0.3381,0,3013.19,18000.0,0,0,0.3312,0
88633.84,54747.49,8000.0,25886.35,0.0903,123471.02,0.3927,0.878,0.145,0.926,0,0.2972,0.824,0.884,0.2921,1,8284.89,144000.0,0,0,0.1194,0
39943.83,25685.11,2500.0,11758.72,0.0626,64821.7,0.4319,0.892,0.145,0.857,0,-0.0467,0.876,0.821,0.2944,0,3452.31,30000.0,0,0,0.3965,0
36800.63,22841.26,1500.0,12459.36,0.0408,63175.32,0.3641,0.883,0.159,0.938,0,0.0081,0.923,0.877,0.3386,0,4667.65,18000.0,0,0,0.273,0
48860.78,23971.92,0.0,24888.86,0.0,162593.45,0.9919,0.973,0.105,0.922,0,0.047,0.982,0.898,0.5094,0,6959.82,0.0,0,0,0.0008,0
42715.1,26463.28,0.0,16251.83,0.0,85025.87,0.4695,0.896,0.137,0.869,0,-0.0081,0.924,0.931,0.3805,0,4848.06,0.0,0,0,0.0856,1
33340.63,25777.39,20000.0,-12436.76,0.5999,546.25,0.015,0.908,0.125,0.63,24,-0.1969,0.745,0.72,0.0,3,6426.74,480000.0,1,34,1.0,1
48998.19,30305.85,8000.0,10692.34,0.1633,66442.41,0.5826,0.861,0.172,0.858,0,0.3127,0.831,0.74,0.2182,0,6730.73,144000.0,0,0,0.4966,1
90981.46,45416.1,0.0,45565.36,0.0,261760.3,0.6171,0.971,0.077,0.907,0,0.0522,0.994,0.88,0.5008,0,8208.39,0.0,0,0,0.0001,0
46492.99,30148.58,3500.0,12844.42,0.0753,69020.4,0.3786,0.901,0.134,0.865,0,-0.064,0.89,0.851,0.2763,0,4638.12,42000.0,0,0,0.3444,0
61544.86,30551.88,3000.0,27992.98,0.0487,169505.03,0.6403,0.972,0.098,0.928,0,0.0395,0.995,0.862,0.4548,0,7798.68,45000.0,0,0,0.0025,0
66504.9,41804.51,8000.0,16700.39,0.1203,82010.35,0.4335,0.842,0.177,0.921,0,0.2878,0.925,0.817,0.2511,0,7621.34,144000.0,0,0,0.2473,0
36982.6,28174.07,20000.0,-11191.47,0.5408,500.0,0.0135,0.9,0.128,0.65,24,-0.1689,0.659,0.613,0.0,1,6379.9,480000.0,1,34,1.0,1
116614.58,73317.17,4000.0,39297.4,0.0343,169193.01,0.2881,0.855,0.175,0.905,0,0.137,0.889,0.867,0.337,0,11486.93,72000.0,0,0,0.0266,0
63778.57,31619.76,6000.0,26158.81,0.0941,155159.89,0.5655,0.975,0.101,0.964,0,0.0556,0.991,0.891,0.4102,0,5193.4,90000.0,0,0,0.0047,0
27771.05,17808.26,0.0,9962.79,0.0,51350.89,0.4219,0.886,0.16,0.883,0,0.0324,0.972,0.93,0.3587,0,3686.98,0.0,0,0,0.2056,1
94118.27,58180.92,8000.0,27937.35,0.085,126988.79,0.3326,0.822,0.168,0.846,0,0.3873,0.823,0.724,0.2968,0,11053.72,144000.0,0,0,0.1618,0
70452.64,35344.35,3000.0,32108.29,0.0426,187144.7,0.6002,0.972,0.091,0.964,0,0.0503,0.932,0.777,0.4557,0,7064.44,45000.0,0,0,0.002,0
38377.42,24735.37,2500.0,11142.05,0.0651,62019.97,0.5044,0.891,0.133,0.852,0,0.0903,0.96,0.83,0.2903,0,3771.88,30000.0,0,0,0.1849,0
39004.94,24348.28,0.0,14656.65,0.0,75128.57,0.4047,0.917,0.082,0.891,0,0.009,0.976,0.944,0.3758,0,4567.17,0.0,0,0,0.0351,0
42556.7,26480.13,0.0,16076.57,0.0,76063.39,0.3258,0.88,0.132,0.851,0,0.0237,0.927,0.912,0.3778,0,4127.55,0.0,0,0,0.1487,0
135419.36,83042.3,12000.0,40377.06,0.0886,180763.14,0.2952,0.882,0.139,0.836,0,0.1998,0.929,0.852,0.2982,0,7414.46,216000.0,0,0,0.015,0
26471.52,20366.91,8000.0,-1895.39,0.3022,1753.44,0.0189,0.925,0.084,0.735,20,-0.102,0.55,0.541,0.0,1,4280.8,192000.0,1,29,0.9999,1
41007.76,26577.67,0.0,14430.08,0.0,79833.81,0.5011,0.892,0.117,0.816,0,0.0084,0.864,0.941,0.3519,0,4467.05,0.0,0,0,0.1087,0
95934.9,47549.17,0.0,48385.72,0.0,281631.8,0.6388,0.971,0.11,0.946,0,0.0516,0.978,0.905,0.5044,0,6710.35,0.0,0,0,0.0001,0
113178.94,71118.35,16000.0,26060.58,0.1414,123301.69,0.3082,0.818,0.226,0.886,0,0.4939,0.952,0.788,0.2303,1,9062.72,288000.0,1,11,0.391,1
35323.36,22439.44,1500.0,11383.92,0.0425,64791.27,0.5302,0.887,0.139,0.841,0,0.0495,0.955,0.826,0.3223,0,3150.06,18000.0,0,0,0.1868,1
65749.3,33248.96,3000.0,29500.35,0.0456,176491.57,0.6638,0.972,0.095,0.976,0,0.0338,0.959,0.779,0.4487,0,5455.7,45000.0,0,0,0.0022,0
28618.75,21074.17,8000.0,-455.42,0.2795,1585.0,0.0175,0.913,0.113,0.777,16,-0.133,0.588,0.724,0.0,2,6647.34,192000.0,1,27,0.9999,1
76971.08,38881.35,6000.0,32089.73,0.078,204090.92,0.7073,0.975,0.1,0.92,0,0.0448,0.96,0.777,0.4169,0,6747.08,90000.0,1,3,0.0019,0
110967.63,68702.83,4000.0,38264.8,0.036,157839.51,0.2525,0.846,0.185,0.842,0,0.3012,0.821,0.83,0.3448,0,8666.35,72000.0,1,21,0.055,0
47034.66,28594.69,8000.0,10439.97,0.1701,70558.92,0.7427,0.864,0.174,0.843,0,0.1615,0.96,0.794,0.222,0,7788.48,144000.0,0,0,0.3222,0
39753.03,26228.16,3500.0,10024.88,0.088,51712.07,0.3258,0.887,0.13,0.88,0,0.1107,0.888,0.904,0.2522,0,4244.38,42000.0,0,0,0.3547,0
70651.53,35886.14,3000.0,31765.39,0.0425,195636.49,0.7353,0.971,0.087,0.931,0,0.0626,0.935,0.918,0.4496,0,8734.71,45000.0,1,11,0.0009,0
39287.65,25399.17,2500.0,11388.48,0.0636,58773.19,0.3523,0.884,0.173,0.817,0,-0.0545,0.887,0.911,0.2899,0,3832.15,30000.0,0,0,0.5758,1
28500.31,21729.14,20000.0,-13228.83,0.7017,500.0,0.0175,0.912,0.102,0.563,24,-0.1832,0.769,0.665,0.0,2,5299.67,480000.0,0,0,1.0,1
33269.77,21077.75,0.0,12192.01,0.0,63896.23,0.4571,0.892,0.142,0.934,0,-0.0511,0.911,0.959,0.3665,0,4791.44,0.0,0,0,0.1356,0
24987.19,18968.55,12000.0,-5981.36,0.4802,589.55,0.02,0.946,0.088,0.589,24,-0.0732,0.648,0.731,0.0,1,4726.51,288000.0,1,32,1.0,1
35252.87,21700.51,0.0,13552.36,0.0,74243.77,0.563,0.905,0.114,0.88,0,-0.0893,0.901,0.87,0.3844,1,3282.52,0.0,0,0,0.1889,0
47695.42,29175.69,2500.0,16019.73,0.0524,83851.46,0.4023,0.886,0.15,0.817,0,-0.0419,0.876,0.926,0.3359,0,3442.02,30000.0,0,0,0.2828,0
92648.95,44786.64,0.0,47862.31,0.0,260098.74,0.4781,0.967,0.109,0.964,0,0.0532,0.985,0.829,0.5166,0,6307.37,0.0,0,0,0.0003,0
61718.17,30319.78,0.0,31398.39,0.0,193736.63,0.8254,0.974,0.105,0.934,0,0.0556,0.935,0.895,0.5087,0,7877.42,0.0,0,0,0.0007,0
34739.07,21974.18,2500.0,10264.9,0.072,58052.13,0.4921,0.898,0.114,0.834,0,-0.0863,0.948,0.864,0.2955,0,3562.54,30000.0,0,0,0.2511,0
105090.48,62768.9,4000.0,38321.58,0.0381,169061.98,0.3705,0.853,0.169,0.927,0,0.2567,0.915,0.888,0.3647,0,9110.18,72000.0,0,0,0.012,0
37085.69,24012.05,3500.0,9573.64,0.0944,50489.46,0.3568,0.898,0.156,0.923,0,0.0483,0.898,0.956,0.2581,0,3085.93,42000.0,0,0,0.3803,0
49171.61,30312.36,8000.0,10859.25,0.1627,64092.18,0.5305,0.874,0.145,0.946,0,0.2621,0.867,0.869,0.2208,0,10122.79,144000.0,0,0,0.2575,0
33750.99,21609.98,3500.0,8641.01,0.1037,52745.43,0.5369,0.878,0.127,0.857,0,-0.1083,0.888,0.868,0.256,0,4062.55,42000.0,0,0,0.4397,0
15917.28,12004.64,12000.0,-8087.36,0.7539,680.51,0.0314,0.915,0.099,0.677,24,-0.2071,0.777,0.646,0.0,2,4381.15,288000.0,1,10,1.0,1
112668.21,69888.53,8000.0,34779.68,0.071,153380.62,0.325,0.837,0.189,0.9,0,0.4982,0.839,0.834,0.3087,0,6653.63,144000.0,1,6,0.0383,0
64977.05,32324.95,3000.0,29652.11,0.0462,172953.85,0.5612,0.973,0.093,0.909,0,0.0548,0.959,0.897,0.4563,0,8949.98,45000.0,1,7,0.0027,0
97717.65,61575.46,8000.0,28142.19,0.0819,128642.66,0.3105,0.837,0.191,0.937,0,0.2935,0.931,0.785,0.288,0,6984.39,144000.0,1,11,0.1012,0
46718.99,29848.94,0.0,16870.05,0.0,88947.23,0.3975,0.895,0.121,0.86,0,-0.043,0.921,0.892,0.3611,0,3761.1,0.0,0,0,0.0987,0
30201.05,18560.54,2500.0,9140.51,0.0828,52235.69,0.5082,0.882,0.14,0.807,0,0.1341,0.903,0.831,0.3027,0,4158.97,30000.0,0,0,0.3528,0
80568.69,49533.53,8000.0,23035.16,0.0993,114737.03,0.4126,0.835,0.194,0.852,0,0.2839,0.932,0.815,0.2859,0,10880.97,144000.0,0,0,0.1875,1
42908.59,27730.85,1500.0,13677.74,0.035,76023.51,0.5024,0.886,0.156,0.919,0,0.1383,0.872,0.857,0.3188,0,3104.37,18000.0,0,0,0.1499,1
38497.89,29383.99,12000.0,-2886.11,0.3117,1736.49,0.013,0.92,0.1,0.611,21,-0.1974,0.641,0.589,0.0,2,6771.57,288000.0,0,0,1.0,1
47535.2,30366.11,0.0,17169.09,0.0,87487.41,0.3569,0.887,0.15,0.849,0,-0.0137,0.912,0.93,0.3612,0,4644.78,0.0,0,0,0.1549,0
26295.48,19745.69,16000.0,-9450.21,0.6085,699.88,0.019,0.915,0.107,0.714,24,-0.1681,0.693,0.615,0.0,1,5869.28,384000.0,1,11,1.0,1
74952.11,37777.42,0.0,37174.69,0.0,214320.66,0.6115,0.976,0.085,0.975,0,0.0462,0.948,0.852,0.496,0,5015.25,0.0,1,4,0.0005,0
42427.78,26353.1,1500.0,14574.68,0.0354,73459.86,0.3407,0.911,0.125,0.93,0,-0.0964,0.931,0.91,0.3435,0,4464.27,18000.0,0,0,0.1504,0
59069.72,29291.58,3000.0,26778.14,0.0508,175263.32,0.874,0.979,0.105,0.943,0,0.0328,0.995,0.92,0.4533,0,7249.01,45000.0,0,0,0.0011,0
84861.74,42384.34,3000.0,39477.39,0.0354,226197.12,0.5555,0.974,0.084,0.953,0,0.0547,0.97,0.793,0.4652,0,6235.07,45000.0,0,0,0.0006,0
50815.09,31843.19,1500.0,17471.9,0.0295,84619.18,0.265,0.894,0.11,0.928,0,0.0832,0.896,0.931,0.3438,0,3656.24,18000.0,0,0,0.0876,0
129267.3,80692.95,8000.0,40574.35,0.0619,173288.18,0.2974,0.85,0.112,0.887,0,0.2677,0.931,0.733,0.3139,0,11526.3,144000.0,0,0,0.01,0
60430.77,36732.42,4000.0,19698.35,0.0662,94594.27,0.5139,0.876,0.11,0.833,0,0.1987,0.861,0.753,0.326,0,6303.92,72000.0,1,22,0.0903,0
37111.59,23771.82,2500.0,10839.78,0.0674,64593.35,0.5351,0.894,0.119,0.815,0,-0.0904,0.979,0.83,0.2921,0,4268.75,30000.0,0,0,0.225,1
66874.83,33138.19,3000.0,30736.63,0.0449,187768.55,0.703,0.974,0.099,0.954,0,0.0553,0.975,0.779,0.4596,0,7518.82,45000.0,0,0,0.0016,0
67628.21,33505.41,0.0,34122.81,0.0,214992.03,0.86,0.969,0.098,0.933,0,0.053,0.997,0.764,0.5046,0,6499.13,0.0,0,0,0.0004,0
31471.04,23763.72,20000.0,-12292.68,0.6355,500.0,0.0159,0.922,0.107,0.646,24,-0.1242,0.7,0.683,0.0,2,6375.4,480000.0,0,0,1.0,1
30339.2,23154.63,8000.0,-815.43,0.2637,1245.59,0.0165,0.911,0.109,0.559,16,-0.1963,0.616,0.731,0.0,2,5992.15,192000.0,1,25,1.0,1
68858.77,42964.66,4000.0,21894.11,0.0581,111916.1,0.5305,0.869,0.151,0.908,0,0.1369,0.824,0.724,0.318,0,7865.44,72000.0,0,0,0.118,0
104308.19,63508.72,8000.0,32799.47,0.0767,147744.07,0.3487,0.863,0.168,0.917,0,0.2689,0.932,0.829,0.3144,0,11292.71,144000.0,0,0,0.032,0
70187.54,35075.88,0.0,35111.67,0.0,209879.4,0.7327,0.97,0.09,0.915,0,0.0659,0.926,0.777,0.5003,0,8147.91,0.0,1,13,0.0007,0
130084.29,80994.03,16000.0,33090.25,0.123,142434.31,0.2961,0.838,0.175,0.913,0,0.2122,0.827,0.756,0.2544,0,6671.39,288000.0,0,0,0.1489,0
40396.26,25422.37,1500.0,13473.89,0.0371,73918.46,0.4567,0.891,0.141,0.928,0,0.0083,0.934,0.93,0.3335,0,3808.1,18000.0,0,0,0.1241,0
39509.11,24984.55,0.0,14524.56,0.0,71310.23,0.3531,0.885,0.157,0.889,0,0.1907,0.87,0.951,0.3676,0,4392.03,0.0,0,0,0.1453,0
103259.54,64589.11,12000.0,26670.43,0.1162,115868.92,0.2698,0.844,0.137,0.879,0,0.4675,0.924,0.775,0.2583,0,11962.48,216000.0,1,7,0.0707,1
28979.16,17793.93,0.0,11185.23,0.0,64112.06,0.6713,0.883,0.134,0.91,0,0.0324,0.933,0.846,0.386,0,3223.55,0.0,0,0,0.0802,0
27916.72,20750.97,20000.0,-12834.25,0.7164,501.38,0.0179,0.92,0.093,0.686,24,-0.1621,0.749,0.692,0.0,2,6702.22,480000.0,0,0,1.0,1
37992.42,18964.55,0.0,19027.86,0.0,128108.01,1.0589,0.969,0.092,0.903,0,0.054,0.93,0.822,0.5008,0,8831.58,0.0,1,9,0.0022,0
27710.69,21821.3,12000.0,-6110.61,0.433,610.32,0.018,0.904,0.12,0.775,24,-0.1856,0.682,0.745,0.0,4,6365.07,288000.0,0,0,1.0,1
70001.08,35319.64,6000.0,28681.44,0.0857,170709.62,0.5732,0.976,0.096,0.973,0,0.04,0.985,0.899,0.4097,0,5718.84,90000.0,0,0,0.0028,0
77673.63,39287.65,3000.0,35385.98,0.0386,205558.88,0.6139,0.97,0.087,0.961,0,0.069,0.959,0.769,0.4556,0,6451.26,45000.0,0,0,0.001,0
83853.09,52306.71,4000.0,27546.38,0.0477,130022.61,0.4603,0.861,0.146,0.825,0,0.3111,0.901,0.848,0.3285,0,8953.07,72000.0,1,23,0.0349,0
43330.43,33595.95,8000.0,1734.48,0.1846,7843.85,0.0949,0.911,0.12,0.673,7,-0.1994,0.576,0.561,0.04,4,4165.21,192000.0,0,0,0.9999,1
84367.96,51545.14,8000.0,24822.82,0.0948,113502.07,0.3937,0.841,0.19,0.868,0,0.4863,0.91,0.836,0.2942,1,11062.74,144000.0,0,0,0.1985,0
42719.03,27303.82,1500.0,13915.21,0.0351,72864.01,0.4032,0.898,0.139,0.844,0,-0.0216,0.869,0.947,0.3257,1,4076.63,18000.0,0,0,0.4082,0
111206.23,68874.06,12000.0,30332.18,0.1079,133624.86,0.3219,0.874,0.173,0.837,0,0.2301,0.88,0.793,0.2728,1,10990.38,216000.0,0,0,0.2411,0
46995.75,23499.49,3000.0,20496.26,0.0638,135205.54,0.8957,0.974,0.085,0.954,0,0.0399,0.994,0.875,0.4361,0,8799.11,45000.0,0,0,0.0023,0
42934.43,33414.4,16000.0,-6479.97,0.3727,1100.51,0.0116,0.914,0.095,0.602,24,-0.2145,0.703,0.502,0.0,2,5278.67,384000.0,0,0,1.0,1
69806.64,35073.17,0.0,34733.47,0.0,198207.97,0.5949,0.975,0.077,0.971,0,0.0471,0.939,0.842,0.4976,0,7852.96,0.0,0,0,0.0007,0
28855.86,18690.59,1500.0,8665.27,0.052,51855.58,0.6301,0.893,0.134,0.933,0,0.0971,0.86,0.858,0.3003,0,3873.35,18000.0,0,0,0.1627,0
66564.7,32629.25,0.0,33935.44,0.0,204772.21,0.7541,0.975,0.095,0.904,0,0.0578,0.928,0.802,0.5098,0,8509.3,0.0,0,0,0.0008,0
104753.25,65731.43,8000.0,31021.81,0.0764,135677.03,0.2826,0.86,0.184,0.854,0,0.3415,0.953,0.847,0.2961,0,10635.52,144000.0,0,0,0.0594,0
98996.2,60460.1,8000.0,30536.11,0.0808,134723.15,0.3343,0.873,0.154,0.943,0,0.3506,0.915,0.765,0.3085,0,10162.04,144000.0,1,11,0.0326,0
33946.45,26222.1,8000.0,-275.66,0.2357,2648.82,0.0332,0.933,0.092,0.558,13,-0.1679,0.739,0.715,0.0,2,4198.0,192000.0,1,12,0.9998,1
85166.41,43543.64,3000.0,38622.77,0.0352,224160.38,0.543,0.971,0.107,0.95,0,0.0432,0.938,0.827,0.4535,0,7363.59,45000.0,0,0,0.0011,0
114668.26,73531.11,8000.0,33137.16,0.0698,150111.29,0.3547,0.836,0.163,0.901,0,0.2802,0.881,0.815,0.289,1,9937.1,144000.0,0,0,0.096,0
17702.92,13661.54,12000.0,-7958.61,0.6779,500.0,0.0282,0.928,0.104,0.652,24,-0.0759,0.729,0.636,0.0,1,4010.79,288000.0,0,0,1.0,1
39906.67,29702.53,12000.0,-1795.85,0.3007,2761.52,0.0125,0.907,0.089,0.757,18,-0.1932,0.684,0.713,0.0,2,4192.01,288000.0,0,0,0.9999,1
120215.87,74791.61,4000.0,41424.26,0.0333,182761.41,0.3652,0.823,0.195,0.883,0,0.444,0.869,0.833,0.3446,0,7756.27,72000.0,0,0,0.015,0
106583.31,64166.23,16000.0,26417.09,0.1501,133029.96,0.4039,0.838,0.202,0.934,0,0.4045,0.928,0.84,0.2479,0,8159.37,288000.0,0,0,0.1059,0
64552.44,31260.94,0.0,33291.5,0.0,203497.15,0.8305,0.972,0.093,0.969,0,0.0425,0.97,0.884,0.5157,0,5006.52,0.0,0,0,0.0004,0
33558.22,21278.56,2500.0,9779.65,0.0745,56118.6,0.4976,0.891,0.153,0.859,0,-0.0679,0.959,0.839,0.2914,0,4919.53,30000.0,0,0,0.366,0
27611.87,17647.05,0.0,9964.83,0.0,58693.15,0.6741,0.898,0.112,0.922,0,0.1664,0.956,0.837,0.3609,0,3967.65,0.0,0,0,0.0381,0
16970.11,13070.47,8000.0,-4100.37,0.4714,579.87,0.0295,0.914,0.115,0.738,24,-0.2055,0.532,0.735,0.0,2,5592.42,192000.0,0,0,1.0,1
